Name,Location,city,latitude,longitude,,1313
NoMo SoHo,9 Crosby Street,New York,40.7199,-74.0003,,NoMo SoHo
InterContinental - New York Times Square,300 W 44th St,New York,40.7587,-73.9893,,InterContinental - New York Times Square
"The Renwick Hotel New York City, Curio Collection by Hilton",118 E 40th St,New York,40.7504,-73.9775,,"The Renwick Hotel New York City, Curio Collection by Hilton"
Hampton Inn Times Square North,851 8th Ave,New York,40.7632,-73.9855,,Hampton Inn Times Square North
Four Points by Sheraton Manhattan SoHo Village,66 Charlton St,New York,40.7272,-74.006,,Four Points by Sheraton Manhattan SoHo Village
Courtyard New York Manhattan/Times Square West,307 W 37th St,New York,40.7544,-73.9927,,Courtyard New York Manhattan/Times Square West
The Tuscany - A St Giles Signature Hotel,120 E 39th Street,New York,40.7498,-73.9781,,The Tuscany - A St Giles Signature Hotel
World Center Hotel,144 Washington St,New York,40.7095,-74.0139,,World Center Hotel
Wyndham New Yorker,481 Eighth Ave.,New York,40.7525,-73.9932,,Wyndham New Yorker
The Kitano New York,66 Park Ave,New York,40.7496,-73.9796,,The Kitano New York
Omni Berkshire Place,21 E 52nd Street,New York,40.7593,-73.975,,Omni Berkshire Place
Row NYC,700 8th Avenue,New York,40.7591,-73.9884,,Row NYC
The Manhattan at Times Square Hotel,790 7th Ave,New York,40.7621,-73.9826,,The Manhattan at Times Square Hotel
Residence Inn by Marriott New York Manhattan/Times Square,1033 Avenue Of The Americas,New York,40.7527,-73.9857,,Residence Inn by Marriott New York Manhattan/Times Square
Wellington Hotel,871 Seventh Ave,New York,40.7645,-73.9808,,Wellington Hotel
Hotel Sofitel New York,45 W 44th St,New York,40.7556,-73.9819,,Hotel Sofitel New York
Hilton Garden Inn Tribeca,39 Avenue of the Americas,New York,40.7211,-74.0053,,Hilton Garden Inn Tribeca
Hilton New York Fashion District,152 W 26th Street,New York,40.7457,-73.9936,,Hilton New York Fashion District
The Marmara Manhattan,301 E 94th St,New York,40.7829,-73.9478,,The Marmara Manhattan
Ameritania at Times Square,230 W 54th Street,New York,40.7642,-73.9828,,Ameritania at Times Square
Stewart Hotel,371 7th Ave,New York,40.7489,-73.9922,,Stewart Hotel
Crowne Plaza Times Square Manhattan,1605 Broadway At 49th St,New York,40.7603,-73.9848,,Crowne Plaza Times Square Manhattan
The Gotham Hotel,16 E 46th St,New York,40.7557,-73.9781,,The Gotham Hotel
TRYP By Wyndham Times Square South,345 W 35th Street,New York,40.7536,-73.9947,,TRYP By Wyndham Times Square South
Novotel New York - Times Square,226 W 52nd St,New York,40.7629,-73.9836,,Novotel New York - Times Square
Amsterdam Court Hotel,226 W 50th St,New York,40.7618,-73.9851,,Amsterdam Court Hotel
La Quinta Inn & Suites New York City Central Park,31 W 71st St,New York,40.7761,-73.9778,,La Quinta Inn & Suites New York City Central Park
"Marriott Vacation Club Pulse, New York City",33 West 37 Street,New York,40.7511,-73.985,,"Marriott Vacation Club Pulse, New York City"
Andaz 5th Avenue - a concept by Hyatt,485 5th Ave,New York,40.7529,-73.9813,,Andaz 5th Avenue - a concept by Hyatt
Night Hotel Times Square,157 West 47th Street,New York,40.759,-73.9841,,Night Hotel Times Square
Hilton Garden Inn New York/Manhattan-Chelsea,121 W 28th St,New York,40.7465,-73.9916,,Hilton Garden Inn New York/Manhattan-Chelsea
Best Western Premier Herald Square,50 W 36th St,New York,40.7505,-73.9856,,Best Western Premier Herald Square
Holiday Inn Express - New York City Chelsea,232 W 29th St,New York,40.7485,-73.9945,,Holiday Inn Express - New York City Chelsea
DoubleTree by Hilton Metropolitan - New York City,569 Lexington Ave,New York,40.757,-73.9721,,DoubleTree by Hilton Metropolitan - New York City
Gardens NYC-an Affinia hotel,215 E 64th St,New York,40.7642,-73.9633,,Gardens NYC-an Affinia hotel
The Wall Street Inn,9 S William St,New York,40.7047,-74.0105,,The Wall Street Inn
Millenium Hilton,55 Church Street,New York,40.7112,-74.0107,,Millenium Hilton
Le Parker Meridien New York,119 W. 56th Street,New York,40.7641,-73.9787,,Le Parker Meridien New York
Holiday Inn Express New York City- Wall Street,126 Water St,New York,40.7054,-74.0071,,Holiday Inn Express New York City- Wall Street
Wyndham Garden Chinatown,93 Bowery,New York,40.717,-73.9956,,Wyndham Garden Chinatown
Hotel Pennsylvania,401 7th Ave,New York,40.75,-73.9914,,Hotel Pennsylvania
The Evelyn Hotel,7 E 27th St,New York,40.7438,-73.9871,,The Evelyn Hotel
Millennium Broadway New York Times Square,145 W 44th St,New York,40.7569,-73.9849,,Millennium Broadway New York Times Square
Hampton Inn New York - 35th Street - Empire State Building,59 W 35th St,New York,40.7501,-73.9865,,Hampton Inn New York - 35th Street - Empire State Building
The James New York,27 Grand St,New York,40.7228,-74.0047,,The James New York
Cassa Hotel 45th Street,70 West 45th St.,New York,40.7565,-73.9821,,Cassa Hotel 45th Street
"Club Quarters Hotel, Grand Central",128 East 45th Street,New York,40.7533,-73.9744,,"Club Quarters Hotel, Grand Central"
The Jewel facing Rockefeller Center,11 West 51st Street,New York,40.7596,-73.9778,,The Jewel facing Rockefeller Center
Hotel Edison,228 W 47th St,New York,40.7598,-73.986,,Hotel Edison
The Lombardy,111 E 56th St,New York,40.7607,-73.9706,,The Lombardy
Dream Midtown,210 West 55th Street,New York,40.7646,-73.9818,,Dream Midtown
Comfort Inn Times Square South Area,305 West 39th Street,New York,40.7556,-73.9917,,Comfort Inn Times Square South Area
Courtyard by Marriott New York Manhattan/SoHo,181 Varick St,New York,40.7275,-74.0055,,Courtyard by Marriott New York Manhattan/SoHo
Loews Regency New York Hotel,540 Park Avenue,New York,40.7645,-73.9689,,Loews Regency New York Hotel
Holiday Inn Manhattan 6th Ave - Chelsea,125 W 26th St,New York,40.7452,-73.9924,,Holiday Inn Manhattan 6th Ave - Chelsea
Holiday Inn Express New York City Fifth Avenue,15 West 45th Street,New York,40.7558,-73.9803,,Holiday Inn Express New York City Fifth Avenue
Holiday Inn Express Manhattan Times Square South,60 West 36th Street,New York,40.7511,-73.9869,,Holiday Inn Express Manhattan Times Square South
Hilton Garden Inn Times Square,790 Eighth Ave.,New York,40.7611,-73.987,,Hilton Garden Inn Times Square
Sheraton New York Times Square Hotel,811 7th Ave,New York,40.7626,-73.9821,,Sheraton New York Times Square Hotel
Residence Inn by Marriott New York Manhattan/Midtown East,148 E 48th St,New York,40.7551,-73.9729,,Residence Inn by Marriott New York Manhattan/Midtown East
Lotte New York Palace,455 Madison Ave,New York,40.7582,-73.9745,,Lotte New York Palace
"Club Quarters Hotel, opposite Rockefeller Center",25 West 51st St Entrance A,New York,40.7598,-73.9784,,"Club Quarters Hotel, opposite Rockefeller Center"
Dream Downtown,355 W 16th St,New York,40.742,-74.0037,,Dream Downtown
Grand Hyatt New York,109 East 42nd Street,New York,40.7517,-73.9766,,Grand Hyatt New York
"The Lexington New York City, Autograph Collection",511 Lexington Ave at 48th St.,New York,40.7551,-73.9734,,"The Lexington New York City, Autograph Collection"
Waldorf Astoria New York,301 Park Avenue,New York,40.7566,-73.9743,,Waldorf Astoria New York
Trump Soho New York,246 Spring Street,New York,40.7256,-74.0056,,Trump Soho New York
The Roger,131 Madison Ave,New York,40.7458,-73.9844,,The Roger
SpringHill Suites by Marriott New York Midtown Manhattan,25 West 37th St,New York,40.751,-73.9847,,SpringHill Suites by Marriott New York Midtown Manhattan
Hampton Inn Manhattan/United Nations,231 E 43rd St,New York,40.7507,-73.9723,,Hampton Inn Manhattan/United Nations
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,325 W 33rd St,New York,40.7521,-73.9953,,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station
Hilton Times Square,234 W 42nd St,New York,40.7568,-73.9887,,Hilton Times Square
Fairfield Inn by Marriott New York Manhattan/Times Square,330 West 40th Street,New York,40.7567,-73.9924,,Fairfield Inn by Marriott New York Manhattan/Times Square
Courtyard by Marriott New York Manhattan/Herald Square,71 W 35th St,New York,40.7504,-73.9871,,Courtyard by Marriott New York Manhattan/Herald Square
Bentley Hotel,500 E 62nd St,New York,40.7606,-73.9583,,Bentley Hotel
Courtyard by Marriott New York City Manhattan Fifth Avenue,3 E 40th St,New York,40.752,-73.9813,,Courtyard by Marriott New York City Manhattan Fifth Avenue
The Shoreham Hotel,33 West 55th Street,New York,40.7623,-73.9765,,The Shoreham Hotel
Soho Garden Hotel,276 Canal Street,New York,40.7192,-74.0017,,Soho Garden Hotel
Hampton Inn New York Chelsea,108 W 24th St,New York,40.7438,-73.993,,Hampton Inn New York Chelsea
Candlewood Suites New York City-Times Square,339 W 39th Street,New York,40.7562,-73.9931,,Candlewood Suites New York City-Times Square
Wingate by Wyndham Manhattan Midtown,235 W 35th St,New York,40.7522,-73.9914,,Wingate by Wyndham Manhattan Midtown
United Nations Apartment Hotel,302 E 45th St,New York,40.7515,-73.9704,,United Nations Apartment Hotel
ONE UN New York,One United Nations Plaza,New York,40.7505,-73.9698,,ONE UN New York
Hampton Inn Manhattan/Downtown-Financial District,32 Pearl St,New York,40.7032,-74.0125,,Hampton Inn Manhattan/Downtown-Financial District
Holiday Inn New York City - Wall Street,51 Nassau St.,New York,40.7089,-74.0091,,Holiday Inn New York City - Wall Street
Pod 51,230 E 51st St,New York,40.7559,-73.969,,Pod 51
Washington Jefferson Hotel,318 W 51st St,New York,40.7635,-73.9869,,Washington Jefferson Hotel
The Time New York,224 West 49th Street,New York,40.7611,-73.9853,,The Time New York
Belnord Hotel,209 West 87th Street,New York,40.7887,-73.9753,,Belnord Hotel
Courtyard by Marriott New York Manhattan / Chelsea,135 West 30th Street,New York,40.748,-73.9914,,Courtyard by Marriott New York Manhattan / Chelsea
The Moderne,243 W 55th St,New York,40.7651,-73.983,,The Moderne
The Belvedere Hotel,319 W 48th St,New York,40.7615,-73.9882,,The Belvedere Hotel
Gansevoort Park Avenue NYC,420 Park Ave South,New York,40.7439,-73.9838,,Gansevoort Park Avenue NYC
Holiday Inn Express New York City Times Square,343 W 39th Street,New York,40.7562,-73.9932,,Holiday Inn Express New York City Times Square
West Side YMCA,5 West 63rd Street,New York,40.7708,-73.9807,,West Side YMCA
The Gregory,42 W 35th St,New York,40.7499,-73.986,,The Gregory
Park South Hotel,124 E 28th,New York,40.7429,-73.9831,,Park South Hotel
The Kimpton Muse Hotel,130 W 46th St,New York,40.758,-73.9836,,The Kimpton Muse Hotel
Dylan Hotel NYC,52 E 41st St,New York,40.7519,-73.9793,,Dylan Hotel NYC
W New York - Downtown,8 Albany Street,New York,40.7095,-74.0139,,W New York - Downtown
Hotel 48LEX New York,517 Lexington Avenue,New York,40.7553,-73.9732,,Hotel 48LEX New York
Comfort Inn Midtown West,548 W 48th Street,New York,40.7643,-73.9948,,Comfort Inn Midtown West
Hotel Henri by Wyndham,37 W 24th Street,New York,40.7431,-73.9912,,Hotel Henri by Wyndham
Hotel Elysee by Library Hotel Collection,60 E 54th St,New York,40.7601,-73.973,,Hotel Elysee by Library Hotel Collection
W New York,541 Lexington Ave,New York,40.7562,-73.9727,,W New York
Duane Street Hotel Tribeca,130 Duane St,New York,40.716,-74.0073,,Duane Street Hotel Tribeca
Casablanca Hotel by Library Hotel Collection,147 W 43rd St,New York,40.7563,-73.9855,,Casablanca Hotel by Library Hotel Collection
Americana Inn,69 W 38th St,New York,40.7522,-73.9856,,Americana Inn
Warwick New York,65 W 54th St,New York,40.7623,-73.9783,,Warwick New York
Kimpton Ink48 Hotel,653 11th Avenue,New York,40.7645,-73.9957,,Kimpton Ink48 Hotel
Hampton Inn Manhattan/Times Square South,337 West 39th Street,New York,40.7561,-73.993,,Hampton Inn Manhattan/Times Square South
"Carlton Hotel, Autograph Collection",88 Madison Avenue,New York,40.7444,-73.9855,,"Carlton Hotel, Autograph Collection"
Salisbury Hotel,123 W 57th St,New York,40.7648,-73.9784,,Salisbury Hotel
"GEM Hotel - Chelsea, an Ascend Hotel Collection Member",300 W 22nd Street,New York,40.7447,-73.9991,,"GEM Hotel - Chelsea, an Ascend Hotel Collection Member"
The Marcel at Gramercy,201 E 24th St,New York,40.7394,-73.9823,,The Marcel at Gramercy
Hilton Garden Inn New York/West 35th Street,63 West 35th Street,New York,40.7502,-73.9867,,Hilton Garden Inn New York/West 35th Street
Iberostar 70 Park Avenue,70 Park Ave,New York,40.7498,-73.9795,,Iberostar 70 Park Avenue
Hyatt Herald Square New York,30 W 31st St,New York,40.7472,-73.9875,,Hyatt Herald Square New York
"Club Quarters Hotel, Wall Street",52 William St,New York,40.7069,-74.0091,,"Club Quarters Hotel, Wall Street"
Washington Square Hotel,103 Waverly Pl,New York,40.7323,-73.9987,,Washington Square Hotel
Renaissance New York Hotel 57,130 East 57th Street,New York,40.761,-73.9695,,Renaissance New York Hotel 57
36 Hudson Hotel,"449 West 36th Street, Midtown West",New York,40.7556,-73.9977,,36 Hudson Hotel
"The Algonquin Hotel Times Square, Autograph Collection",59 W 44th St,New York,40.7558,-73.9824,,"The Algonquin Hotel Times Square, Autograph Collection"
The Library Hotel by Library Hotel Collection,299 Madison Ave,New York,40.7522,-73.9797,,The Library Hotel by Library Hotel Collection
Holiday Inn Express New York - Manhattan West Side,538 West 48th Street,New York,40.7642,-73.9945,,Holiday Inn Express New York - Manhattan West Side
Hotel 31,120 E 31st St,New York,40.7447,-73.9817,,Hotel 31
Hotel Belleclaire,250 W 77th St,New York,40.7826,-73.9812,,Hotel Belleclaire
City Club Hotel,55 W 44th St,New York,40.7558,-73.9823,,City Club Hotel
Vanderbilt YMCA,224 East 47th Street,New York,40.7534,-73.971,,Vanderbilt YMCA
The Manhattan Club,200 West 56th Street,New York,40.765,-73.981,,The Manhattan Club
The Benjamin,125 E 50th St,New York,40.7564,-73.9721,,The Benjamin
"Club Quarters Hotel, World Trade Center",140 Washington St,New York,40.7095,-74.0139,,"Club Quarters Hotel, World Trade Center"
Fitzpatrick Manhattan Hotel,687 Lexington Ave,New York,40.7607,-73.9693,,Fitzpatrick Manhattan Hotel
JW Marriott Essex House New York,160 Central Park S,New York,40.7665,-73.9783,,JW Marriott Essex House New York
The London NYC,151 W 54th St,New York,40.7633,-73.9807,,The London NYC
NH New York Jolly Madison Towers,22 East 38th Street,New York,40.7501,-73.9808,,NH New York Jolly Madison Towers
The Milburn Hotel,242 W 76th St,New York,40.782,-73.9817,,The Milburn Hotel
"The Pierre, A Taj Hotel, New York",2 E 61st St,New York,40.7653,-73.9722,,"The Pierre, A Taj Hotel, New York"
Fitzpatrick Grand Central,141 E 44th St,New York,40.7525,-73.9745,,Fitzpatrick Grand Central
New York Inn,765 8th Ave,New York,40.7602,-73.9876,,New York Inn
The Bryant Park Hotel,40 W 40th St,New York,40.753,-73.9837,,The Bryant Park Hotel
Conrad New York,102 North End Avenue,New York,40.7151,-74.016,,Conrad New York
The SunBright,140 Hester Street,New York,40.7174,-73.9959,,The SunBright
Bowery Grand Hotel,143 Bowery,New York,40.719,-73.9945,,Bowery Grand Hotel
Royalton Times Square,44 W 44th St,New York,40.7557,-73.9822,,Royalton Times Square
Broadway Plaza Hotel,1155 Broadway,New York,40.7444,-73.9889,,Broadway Plaza Hotel
Off Soho Suites Hotel,11 Rivington St,New York,40.7213,-73.9927,,Off Soho Suites Hotel
Hotel 17,225 E 17th St,New York,40.7347,-73.9847,,Hotel 17
Hotel Mela Times Square,120 W 44th St,New York,40.7566,-73.9842,,Hotel Mela Times Square
The Court - A St Giles Hotel,130 East 39th Street,New York,40.7497,-73.9778,,The Court - A St Giles Hotel
The Jane Hotel,113 Jane St,New York,40.7382,-74.0097,,The Jane Hotel
The Roger Smith Hotel,501 Lexington Ave,New York,40.7548,-73.9736,,The Roger Smith Hotel
Hampton Inn Madison Square Garden Area Hotel,116 W 31 Street,New York,40.7483,-73.99,,Hampton Inn Madison Square Garden Area Hotel
Hotel Newton,2528 Broadway,New York,40.7937,-73.9724,,Hotel Newton
Hotel Chandler,12 E 31st St,New York,40.7462,-73.9851,,Hotel Chandler
Mayfair New York,242 W 49th St,New York,40.7614,-73.9858,,Mayfair New York
Hotel Wales,1295 Madison Ave,New York,40.785,-73.9558,,Hotel Wales
Courtyard by Marriott New York City Manhattan Midtown East,866 3rd Avenue,New York,40.7575,-73.9696,,Courtyard by Marriott New York City Manhattan Midtown East
The Sohotel,341 Broome St,New York,40.7196,-73.9945,,The Sohotel
Hilton Manhattan East,304 E 42nd St,New York,40.7496,-73.9718,,Hilton Manhattan East
Hotel On Rivington,107 Rivington Street,New York,40.7199,-73.988,,Hotel On Rivington
Comfort Inn Times Square West,343 W 44th St,New York,40.7594,-73.9908,,Comfort Inn Times Square West
Days Hotel Broadway,215 W 94th St,New York,40.7932,-73.9723,,Days Hotel Broadway
The Hotel 91,91 E Broadway,New York,40.7137,-73.9937,,The Hotel 91
Skyline Hotel,725 10th Ave,New York,40.7643,-73.9921,,Skyline Hotel
Best Western Bowery Hanbee Hotel,231 Grand St,New York,40.7186,-73.9953,,Best Western Bowery Hanbee Hotel
Courtyard by Marriott New York Manhattan/Times Square,114 W 40th St,New York,40.7539,-73.986,,Courtyard by Marriott New York Manhattan/Times Square
New York Marriott Downtown,85 West St,New York,40.7098,-74.0147,,New York Marriott Downtown
Gatsby Hotel – an Ascend Hotel Collection Member,135 E Houston St,New York,40.7233,-73.9903,,Gatsby Hotel – an Ascend Hotel Collection Member
The Michelangelo Hotel,152 W 51st St,New York,40.7617,-73.9827,,The Michelangelo Hotel
Eurostars Wall Street,129 Front Street A,New York,40.7052,-74.0064,,Eurostars Wall Street
Fifty NYC-an Affinia hotel,155 E 50th St,New York,40.7559,-73.9711,,Fifty NYC-an Affinia hotel
Courtyard by Marriott New York Manhattan/Upper East Side,410 E 92nd St,New York,40.7804,-73.9459,,Courtyard by Marriott New York Manhattan/Upper East Side
"The Carlyle, A Rosewood Hotel",35 E 76th St,New York,40.7746,-73.9634,,"The Carlyle, A Rosewood Hotel"
Magnuson Convention Center Hotel,522 W 38th St,New York,40.7576,-73.9985,,Magnuson Convention Center Hotel
Hotel Metro,45 W 35th St,New York,40.75,-73.9861,,Hotel Metro
Four Points by Sheraton Manhattan - Chelsea,160 W 25th St,New York,40.7451,-73.9941,,Four Points by Sheraton Manhattan - Chelsea
Wyndham Midtown 45 at New York City,205 E 45th St,New York,40.7525,-73.9726,,Wyndham Midtown 45 at New York City
Avalon Hotel,16 E 32nd Street,New York,40.7467,-73.9845,,Avalon Hotel
Clarion Hotel Park Avenue,429 Park Ave S,New York,40.7442,-73.9834,,Clarion Hotel Park Avenue
San Carlos Hotel,150 E 50th St,New York,40.7561,-73.9713,,San Carlos Hotel
Gramercy Park Hotel,2 Lexington Ave,New York,40.7385,-73.9855,,Gramercy Park Hotel
"Gild Hall, A Thompson Hotel",15 Gold Street,New York,40.708,-74.0071,,"Gild Hall, A Thompson Hotel"
W New York - Union Square,201 Park Ave S,New York,40.7365,-73.989,,W New York - Union Square
The Surrey,20 E 76th St,New York,40.7745,-73.9639,,The Surrey
Hotel 309,309 W 14th St,New York,40.7398,-74.0028,,Hotel 309
Fairfield Inn & Suites by Marriott New York ManhattanChelsea,116 W 28th St,New York,40.7464,-73.9913,,Fairfield Inn & Suites by Marriott New York ManhattanChelsea
Aloft Harlem,2296 Frederick Douglass Boulevard,New York,40.8092,-73.9518,,Aloft Harlem
Hotel 373 Fifth Avenue,373 5th Ave,New York,40.7492,-73.984,,Hotel 373 Fifth Avenue
Morgans,237 Madison Ave,New York,40.7499,-73.9814,,Morgans
Hotel Giraffe by Library Hotel Collection,365 Park Ave S,New York,40.7421,-73.9849,,Hotel Giraffe by Library Hotel Collection
Radisson Martinique on Broadway,49 W 32nd St,New York,40.7482,-73.988,,Radisson Martinique on Broadway
Hotel Plaza Athenee,37 E 64th St,New York,40.7664,-73.9684,,Hotel Plaza Athenee
The Lowell,28 East 63rd Street,New York,40.7659,-73.9691,,The Lowell
Econo Lodge Times Square,302 W 47th St,New York,40.7606,-73.9879,,Econo Lodge Times Square
Seaport Inn,33 Peck Slip,New York,40.7079,-74.0015,,Seaport Inn
Hampton Inn Manhattan-Seaport-Financial District,320 Pearl Street,New York,40.709,-74.0022,,Hampton Inn Manhattan-Seaport-Financial District
Manhattan Broadway Budget Hotel,273 W 38th St,New York,40.7545,-73.9912,,Manhattan Broadway Budget Hotel
the Quin,101 West 57th Street at Sixth Avenue,New York,40.7643,-73.9771,,the Quin
Holiday Inn NYC - Lower East Side,150 Delancey St,New York,40.7181,-73.9864,,Holiday Inn NYC - Lower East Side
New World Hotel,101 Bowery,New York,40.7176,-73.9953,,New World Hotel
Blue Moon Boutique Hotel,100 Orchard St,New York,40.7186,-73.99,,Blue Moon Boutique Hotel
Windsor Hotel,108 Forsyth St,New York,40.7187,-73.9927,,Windsor Hotel
New York Marriott East Side,525 Lexington Ave,New York,40.7555,-73.9731,,New York Marriott East Side
"Smyth, A Thompson Hotel",85 West Broadway,New York,40.7153,-74.0094,,"Smyth, A Thompson Hotel"
Comfort Inn Manhattan Bridge,61-63 Chrystie Street,New York,40.7166,-73.9947,,Comfort Inn Manhattan Bridge
The Peninsula New York,700 Fifth Avenue at 55th street,New York,40.7617,-73.9749,,The Peninsula New York
Best Western Plus Hospitality House,145 E 49th Street,New York,40.7556,-73.9722,,Best Western Plus Hospitality House
Hotel Boutique at Grand Central,447 Lexington Avenue,New York,40.7531,-73.9748,,Hotel Boutique at Grand Central
"Night Hotel Theater District, Times Square",132 West 45th Street,New York,40.7574,-73.9841,,"Night Hotel Theater District, Times Square"
Renaissance New York Times Square Hotel,714 7th Ave,New York,40.7597,-73.9843,,Renaissance New York Times Square Hotel
The Plaza Hotel,Fifth Avenue at Central Park South,New York,40.7642,-73.9739,,The Plaza Hotel
"Club Quarters Hotel, Midtown",40 W 45th St,New York,40.7561,-73.9812,,"Club Quarters Hotel, Midtown"
Cosmopolitan Hotel - Tribeca,95 West Broadway (at Chambers),New York,40.7155,-74.0093,,Cosmopolitan Hotel - Tribeca
"The Ritz-Carlton New York, Battery Park",2 West St,New York,40.7053,-74.0172,,"The Ritz-Carlton New York, Battery Park"
Fairfield Inn & Suites New York Manhattan/Downtown East,95 Henry St,New York,40.7131,-73.9929,,Fairfield Inn & Suites New York Manhattan/Downtown East
RIFF Chelsea,300 W 30th St,New York,40.7498,-73.9957,,RIFF Chelsea
Carvi Hotel New York,152 E 55th St,New York,40.7593,-73.9692,,Carvi Hotel New York
Seton Hotel,144 E 40th Street,New York,40.7498,-73.9762,,Seton Hotel
The Sherry Netherland,781 5th Ave,New York,40.7645,-73.9729,,The Sherry Netherland
The MAve nyc,62 Madison Avenue,New York,40.7435,-73.9861,,The MAve nyc
Hilton Club New York,1335 Avenue of the Americas,New York,40.7621,-73.9788,,Hilton Club New York
Harlem Bed and Breakfast,54 West 120th Street,New York,40.804,-73.9465,,Harlem Bed and Breakfast
"The Chatwal, a Luxury Collection Hotel, New York City",130 W. 44th Street,New York,40.7567,-73.9845,,"The Chatwal, a Luxury Collection Hotel, New York City"
Room Mate Grace Boutique Hotel,125 W 45th St,New York,40.7573,-73.9839,,Room Mate Grace Boutique Hotel
Four Seasons Hotel New York,57 E 57th Street,New York,40.762,-73.9716,,Four Seasons Hotel New York
Carlton Arms Hotel,160 East 25th Street,New York,40.7403,-73.9826,,Carlton Arms Hotel
"The Solita Soho Hotel, an Ascend Hotel Collection Member",159 Grand St,New York,40.7199,-73.9989,,"The Solita Soho Hotel, an Ascend Hotel Collection Member"
"Mandarin Oriental, New York",80 Columbus Circle at 60th Street,New York,40.7692,-73.9828,,"Mandarin Oriental, New York"
Upper West Side Brownstone,110 West 81st Street,New York,40.7835,-73.9752,,Upper West Side Brownstone
Allies' Inn Bed and Breakfast,313 West 136th Street,New York,40.8175,-73.9468,,Allies' Inn Bed and Breakfast
Hotel Five44,544 West 48 St,New York,40.7642,-73.9945,,Hotel Five44
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,21 W 37th St,New York,40.7511,-73.985,,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue
The Towers at Lotte New York Palace,455 Madison Avenue,New York,40.7581,-73.9754,,The Towers at Lotte New York Palace
West 57th Street by Hilton Club,102 West 57th Street,New York,40.7645,-73.9778,,West 57th Street by Hilton Club
The Towers of the Waldorf Astoria New York,100 E 50th St,New York,40.7569,-73.9734,,The Towers of the Waldorf Astoria New York
Trump International Hotel & Tower New York,1 Central Park W,New York,40.7691,-73.9813,,Trump International Hotel & Tower New York
"The Ritz-Carlton New York, Central Park",50 Central Park S,New York,40.7655,-73.9759,,"The Ritz-Carlton New York, Central Park"
Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street,New York,40.7643,-73.9832,,Hilton Garden Inn New York/Central Park South-Midtown West
Hotel 32 32,32 E 32nd Street,New York,40.7462,-73.9834,,Hotel 32 32
The High Line Hotel,180 Tenth Avenue,New York,40.7461,-74.0053,,The High Line Hotel
Hilton Garden Inn New York/Midtown Park Ave,45 E 33rd St,New York,40.7467,-73.9824,,Hilton Garden Inn New York/Midtown Park Ave
The St. Regis New York,Two East 55th St,New York,40.7615,-73.9745,,The St. Regis New York
The Mark,Madison Ave at 77th Street,New York,40.7752,-73.9634,,The Mark
Hilton Garden Inn New York-Times Square Central,136 West 42nd Street,New York,40.7555,-73.9856,,Hilton Garden Inn New York-Times Square Central
Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street,New York,40.7568,-73.9693,,Hilton Garden Inn New York/Manhattan-Midtown East
Park Hyatt New York,153 West 57th Street,New York,40.7652,-73.9791,,Park Hyatt New York
"Langham Place, New York, Fifth Avenue",400 Fifth Avenue,New York,40.7501,-73.9834,,"Langham Place, New York, Fifth Avenue"
citizenM New York Times Square,218 West 50th Street,New York,40.7617,-73.9848,,citizenM New York Times Square
Courtyard by Marriott New York Manhattan / Central Park,1717 Broadway,New York,40.7642,-73.9825,,Courtyard by Marriott New York Manhattan / Central Park
Hotel Beacon,2130 Broadway at 75th Street,New York,40.7808,-73.9813,,Hotel Beacon
Archer Hotel New York,45 West 38th St,New York,40.7519,-73.9849,,Archer Hotel New York
Homewood Suites New York/Midtown Manhattan Times Square,312 West 37th Street,New York,40.7545,-73.993,,Homewood Suites New York/Midtown Manhattan Times Square
The Lex NYC,67 Lexington Avenue,New York,40.7402,-73.9843,,The Lex NYC
Life Hotel Nomad,19 West 31st Street,New York,40.747,-73.9871,,Life Hotel Nomad
Chelsea Inn,46 W 17th St,New York,40.7388,-73.9944,,Chelsea Inn
Hotel Hugo,525 Greenwich Street,New York,40.7265,-74.0091,,Hotel Hugo
East Village Hotel,147 1st Ave,New York,40.7283,-73.9851,,East Village Hotel
Royal Park Hotel and Hostel,258 West 97th Street,New York,40.7957,-73.9722,,Royal Park Hotel and Hostel
Hampton Inn Manhattan/Times Square Central,220 West 41st St.,New York,40.7558,-73.9886,,Hampton Inn Manhattan/Times Square Central
Holiday Inn New York City - Times Square,585 8th Ave,New York,40.755,-73.9914,,Holiday Inn New York City - Times Square
Hotel Shocard at Times Square,206 West 41st Street,New York,40.7555,-73.988,,Hotel Shocard at Times Square
Cambria hotel & suites New York - Times Square,30 W 46th St,New York,40.7567,-73.9805,,Cambria hotel & suites New York - Times Square
The Knickerbocker Hotel,6 Times Square,New York,40.7558,-73.9863,,The Knickerbocker Hotel
Harlem YMCA,180 West 135th Street,New York,40.815,-73.9428,,Harlem YMCA
Executive Hotel Le Soleil New York,38 W 36th St,New York,40.7504,-73.9854,,Executive Hotel Le Soleil New York
EVEN Hotel Times Square South,321 West 35th Street,New York,40.7533,-73.994,,EVEN Hotel Times Square South
Renaissance New York Midtown Hotel,218 West 35th Street,New York,40.752,-73.9909,,Renaissance New York Midtown Hotel
