Name,Location,city,latitude,longitude
Hotel Chandler,12 E 31st St,New York,40.7462,-73.9851
Mayfair New York,242 W 49th St,New York,40.7614,-73.9858
Hotel Wales,1295 Madison Ave,New York,40.7850,-73.9558
Courtyard by Marriott New York City Manhattan Midtown East,866 3rd Avenue,New York,40.7575,-73.9696
The Sohotel,341 Broome St,New York,40.7196,-73.9945
Hilton Manhattan East,304 E 42nd St,New York,40.7496,-73.9718
Hotel On Rivington,107 Rivington Street,New York,40.7199,-73.9880
Comfort Inn Times Square West,343 W 44th St,New York,40.7594,-73.9908
Days Hotel Broadway,215 W 94th St,New York,40.7932,-73.9723
The Hotel 91,91 E Broadway,New York,40.7137,-73.9937
Skyline Hotel,725 10th Ave,New York,40.7643,-73.9921
Best Western Bowery Hanbee Hotel,231 Grand St,New York,40.7186,-73.9953
Courtyard by Marriott New York Manhattan/Times Square,114 W 40th St,New York,40.7539,-73.9860
New York Marriott Downtown,85 West St,New York,40.7098,-74.0147
Gatsby Hotel – an Ascend Hotel Collection Member,135 E Houston St,New York,40.7233,-73.9903
The Michelangelo Hotel,152 W 51st St,New York,40.7617,-73.9827
Eurostars Wall Street,129 Front Street A,New York,40.7052,-74.0064
Fifty NYC-an Affinia hotel,155 E 50th St,New York,40.7559,-73.9711
Courtyard by Marriott New York Manhattan/Upper East Side,410 E 92nd St,New York,40.7804,-73.9459
"The Carlyle, A Rosewood Hotel",35 E 76th St,New York,40.7746,-73.9634
Magnuson Convention Center Hotel,522 W 38th St,New York,40.7576,-73.9985
Hotel Metro,45 W 35th St,New York,40.7500,-73.9861
Four Points by Sheraton Manhattan - Chelsea,160 W 25th St,New York,40.7451,-73.9941
Wyndham Midtown 45 at New York City,205 E 45th St,New York,40.7525,-73.9726
Avalon Hotel,16 E 32nd Street,New York,40.7467,-73.9845
Clarion Hotel Park Avenue,429 Park Ave S,New York,40.7442,-73.9834
San Carlos Hotel,150 E 50th St,New York,40.7561,-73.9713
Gramercy Park Hotel,2 Lexington Ave,New York,40.7385,-73.9855
"Gild Hall, A Thompson Hotel",15 Gold Street,New York,40.7080,-74.0071
W New York - Union Square,201 Park Ave S,New York,40.7365,-73.9890
The Surrey,20 E 76th St,New York,40.7745,-73.9639
Hotel 309,309 W 14th St,New York,40.7398,-74.0028
Fairfield Inn & Suites by Marriott New York ManhattanChelsea,116 W 28th St,New York,40.7464,-73.9913
Aloft Harlem,2296 Frederick Douglass Boulevard,New York,40.8092,-73.9518
Hotel 373 Fifth Avenue,373 5th Ave,New York,40.7492,-73.9840
Morgans,237 Madison Ave,New York,40.7499,-73.9814
Hotel Giraffe by Library Hotel Collection,365 Park Ave S,New York,40.7421,-73.9849
Radisson Martinique on Broadway,49 W 32nd St,New York,40.7482,-73.9880
Hotel Plaza Athenee,37 E 64th St,New York,40.7664,-73.9684
The Lowell,28 East 63rd Street,New York,40.7659,-73.9691
Econo Lodge Times Square,302 W 47th St,New York,40.7606,-73.9879
Seaport Inn,33 Peck Slip,New York,40.7079,-74.0015
Hampton Inn Manhattan-Seaport-Financial District,320 Pearl Street,New York,40.7090,-74.0022
Manhattan Broadway Budget Hotel,273 W 38th St,New York,40.7545,-73.9912
the Quin,101 West 57th Street at Sixth Avenue,New York,40.7643,-73.9771
Holiday Inn NYC - Lower East Side,150 Delancey St,New York,40.7181,-73.9864
New World Hotel,101 Bowery,New York,40.7176,-73.9953
Blue Moon Boutique Hotel,100 Orchard St,New York,40.7186,-73.9900
Windsor Hotel,108 Forsyth St,New York,40.7187,-73.9927
New York Marriott East Side,525 Lexington Ave,New York,40.7555,-73.9731
"Smyth, A Thompson Hotel",85 West Broadway,New York,40.7153,-74.0094
Comfort Inn Manhattan Bridge,61-63 Chrystie Street,New York,40.7166,-73.9947
The Peninsula New York,700 Fifth Avenue at 55th street,New York,40.7617,-73.9749
Best Western Plus Hospitality House,145 E 49th Street,New York,40.7556,-73.9722
Hotel Boutique at Grand Central,447 Lexington Avenue,New York,40.7531,-73.9748
"Night Hotel Theater District, Times Square",132 West 45th Street,New York,40.7574,-73.9841
Renaissance New York Times Square Hotel,714 7th Ave,New York,40.7597,-73.9843
The Plaza Hotel,Fifth Avenue at Central Park South,New York,40.7642,-73.9739
"Club Quarters Hotel, Midtown",40 W 45th St,New York,40.7561,-73.9812
Cosmopolitan Hotel - Tribeca,95 West Broadway (at Chambers),New York,40.7155,-74.0093
"The Ritz-Carlton New York, Battery Park",2 West St,New York,40.7053,-74.0172
Fairfield Inn & Suites New York Manhattan/Downtown East,95 Henry St,New York,40.7131,-73.9929
RIFF Chelsea,300 W 30th St,New York,40.7498,-73.9957
Carvi Hotel New York,152 E 55th St,New York,40.7593,-73.9692
Seton Hotel,144 E 40th Street,New York,40.7498,-73.9762
The Sherry Netherland,781 5th Ave,New York,40.7645,-73.9729
The MAve nyc,62 Madison Avenue,New York,40.7435,-73.9861
Hilton Club New York,1335 Avenue of the Americas,New York,40.7621,-73.9788
Harlem Bed and Breakfast,54 West 120th Street,New York,40.8040,-73.9465
"The Chatwal, a Luxury Collection Hotel, New York City",130 W. 44th Street,New York,40.7567,-73.9845
Room Mate Grace Boutique Hotel,125 W 45th St,New York,40.7573,-73.9839
Four Seasons Hotel New York,57 E 57th Street,New York,40.7620,-73.9716
Carlton Arms Hotel,160 East 25th Street,New York,40.7403,-73.9826
"The Solita Soho Hotel, an Ascend Hotel Collection Member",159 Grand St,New York,40.7199,-73.9989
"Mandarin Oriental, New York",80 Columbus Circle at 60th Street,New York,40.7692,-73.9828
Upper West Side Brownstone,110 West 81st Street,New York,40.7835,-73.9752
Allies' Inn Bed and Breakfast,313 West 136th Street,New York,40.8175,-73.9468
Hotel Five44,544 West 48 St,New York,40.7642,-73.9945
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,21 W 37th St,New York,40.7511,-73.9850
The Towers at Lotte New York Palace,455 Madison Avenue,New York,40.7581,-73.9754
West 57th Street by Hilton Club,102 West 57th Street,New York,40.7645,-73.9778
The Towers of the Waldorf Astoria New York,100 E 50th St,New York,40.7569,-73.9734
Trump International Hotel & Tower New York,1 Central Park W,New York,40.7691,-73.9813
"The Ritz-Carlton New York, Central Park",50 Central Park S,New York,40.7655,-73.9759
Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street,New York,40.7643,-73.9832
Hotel 32 32,32 E 32nd Street,New York,40.7462,-73.9834
The High Line Hotel,180 Tenth Avenue,New York,40.7461,-74.0053
Hilton Garden Inn New York/Midtown Park Ave,45 E 33rd St,New York,40.7467,-73.9824
The St. Regis New York,Two East 55th St,New York,40.7615,-73.9745
The Mark,Madison Ave at 77th Street,New York,40.7752,-73.9634
Hilton Garden Inn New York-Times Square Central,136 West 42nd Street,New York,40.7555,-73.9856
Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street,New York,40.7568,-73.9693
Park Hyatt New York,153 West 57th Street,New York,40.7652,-73.9791
"Langham Place, New York, Fifth Avenue",400 Fifth Avenue,New York,40.7501,-73.9834
citizenM New York Times Square,218 West 50th Street,New York,40.7617,-73.9848
Courtyard by Marriott New York Manhattan / Central Park,1717 Broadway,New York,40.7642,-73.9825
Hotel Beacon,2130 Broadway at 75th Street,New York,40.7808,-73.9813
Archer Hotel New York,45 West 38th St,New York,40.7519,-73.9849
Homewood Suites New York/Midtown Manhattan Times Square,312 West 37th Street,New York,40.7545,-73.9930
The Lex NYC,67 Lexington Avenue,New York,40.7402,-73.9843
Life Hotel Nomad,19 West 31st Street,New York,40.7470,-73.9871
Chelsea Inn,46 W 17th St,New York,40.7388,-73.9944
Hotel Hugo,525 Greenwich Street,New York,40.7265,-74.0091
East Village Hotel,147 1st Ave,New York,40.7283,-73.9851
Royal Park Hotel and Hostel,258 West 97th Street,New York,40.7957,-73.9722
Hampton Inn Manhattan/Times Square Central,220 West 41st St.,New York,40.7558,-73.9886
Holiday Inn New York City - Times Square,585 8th Ave,New York,40.7550,-73.9914
Hotel Shocard at Times Square,206 West 41st Street,New York,40.7555,-73.9880
Cambria hotel & suites New York - Times Square,30 W 46th St,New York,40.7567,-73.9805
The Knickerbocker Hotel,6 Times Square,New York,40.7558,-73.9863
Harlem YMCA,180 West 135th Street,New York,40.8150,-73.9428
Executive Hotel Le Soleil New York,38 W 36th St,New York,40.7504,-73.9854
EVEN Hotel Times Square South,321 West 35th Street,New York,40.7533,-73.9940
Renaissance New York Midtown Hotel,218 West 35th Street,New York,40.7520,-73.9909
RIU Plaza New York Times Square,"305 West, 46th Street",New York,40.7601,-73.9885
InterContinental New York Barclay,111 East 48th Street,New York,40.7554,-73.9737
INNSIDE New York NoMad,132 West 27th Street,New York,40.7462,-73.9928
Baccarat Hotel and Residences New York,28 West 53rd Street,New York,40.7610,-73.9772
The Marmara Park Avenue,114 East 32nd Street,New York,40.7453,-73.9816
"The Paul, an Ascend Hotel Collection Member",32 West 29th Street,New York,40.7462,-73.9891
Safehouse Suites Manhattan,1600 Broadway,New York,40.7604,-73.9847
Cambria hotel & suites New York - Chelsea,123 W. 28th Street,New York,40.7465,-73.9917
NYC Vacation Suites,Various Addresses,New York,40.7911,-73.9514
Fairfield Inn New York Manhattan/Financial District,161 Front Street,New York,40.7060,-74.0052
Vacayo Premium East Side Apartments,Various Addresses,New York,40.7239,-73.9901
NobleDEN Hotel,196 Grand Street,New York,40.7192,-73.9969
Orchard Street Hotel,163 Orchard Street,New York,40.7211,-73.9887
Upper East Side Apartments,1593 Second Ave,New York,40.7766,-73.9568
1 Hotel Central Park,1414 Avenue of the Americas,New York,40.7648,-73.9769
Arlo Hudson Square,231 Hudson Square,New York,40.7242,-74.0078
The New York EDITION,5 Madison Avenue,New York,40.7414,-73.9876
The Bowery Suites,26 Vandam St,New York,40.7261,-74.0042
Hotel Cliff,505 W 181st Street,New York,40.8484,-73.9314
Comfort Inn Lower East Side,154 Madison Street,New York,40.7124,-73.9927
Hotel Indigo Lower East Side New York,171 Ludlow Street,New York,40.7217,-73.9875
Residence Inn Marriott New York Downtown Manhattan/WTC Area,170 Broadway,New York,40.7097,-74.0101
Midtown West Vacation Rentals,Various Addresses,New York,40.7900,-73.9488
Edge Hotel,514 W. 168th St.,New York,40.8402,-73.9378
Q&A Residential Hotel,70 Pine Street,New York,40.7063,-74.0079
Holiday Inn Manhattan-Financial District,99 Washington St,New York,40.7083,-74.0144
Aloft Manhattan Downtown - Financial District,49-53 Ann Street,New York,40.7103,-74.0068
RIFF Downtown,102 Greenwich Street,New York,40.7083,-74.0134
Jet Luxury at the Trump SoHo,246 Spring Street,New York,40.7256,-74.0055
The Central Park North,137 W 111th street,New York,40.7995,-73.9535
Morningside Inn,235 W 107th St.,New York,40.8018,-73.9667
Beautiful Studio Near Central Park,244 East 71st Street,New York,40.7682,-73.9592
Fairfield Inn & Suites New York Manhattan / Central Park,538 W 58th St,New York,40.7705,-73.9897
Vacayo Affordable East Side Apartments,Various Addresses,New York,40.7267,-73.9831
Vacayo Affordable West Side Apartments,Various Addresses,New York,40.7128,-74.0059
3 West Club,3 W 51st Street,New York,40.7597,-73.9773
The Melva Inn - Harlem,68 West 120 Street,New York,40.8042,-73.9469
Bryant Park Studio Apartment next to Times Square,West 38th Street and 6th Avenue,New York,40.7523,-73.9859
Courtyard New York Downtown Manhattan/World Trade Center,133 Greenwich Street,New York,40.7094,-74.0130
Central Park West Hostel,201 W 87th Street,New York,40.7885,-73.9748
EVEN Hotel New York- Midtown East,221 East 44th Street,New York,40.7517,-73.9725
HGU New York,34 East 32nd Street,New York,40.7462,-73.9832
Heritage Hotel,18 West 25th Street,New York,40.7434,-73.9900
Hyatt House New York/Chelsea,815 Ave of the Americas,New York,40.7462,-73.9904
Green Holidays Apartments,38 West 31st Street,New York,40.7473,-73.9878
Sago Hotel,120 Allen Street,New York,40.7195,-73.9901
Executive Class at MTS Hotel,790 7th Ave.,New York,40.7619,-73.9827
Cozy Studio,250 East 50th Street,New York,40.7550,-73.9689
Beautiful 1 Bedroom Apartment,953 Columbus Avenue,New York,40.7997,-73.9624
New York Guest Suites,135 West 28th Street,New York,40.7467,-73.9922
Four Seasons New York Downtown,27 Barclay St,New York,40.7125,-74.0093
Four Points By Sheraton New York Downtown,6 Platt St,New York,40.7075,-74.0063
The Park Ave North,65 East 129th Street,New York,40.8078,-73.9377
Arlo NoMad,11 East 31st Street,New York,40.7462,-73.9851
The Bernic Hotel,145 East 47th Street,New York,40.7542,-73.9728
Raintree at The Manhattan Club,200 W 56th St,New York,40.7650,-73.9809
11 Howard,11 Howard Street,New York,40.7193,-74.0000
Green Acre,239 East 51st Street Apartment 1E,New York,40.7558,-73.9689
"The Beekman, A Thompson Hotel",123 Nassau Street,New York,40.7114,-74.0067
Amazing Studio in the Heart of Manhattan,17 East 67th Street,New York,40.7688,-73.9682
Renovated 2 BR Central Park,769-779 9th Avenue,New York,40.7647,-73.9881
Beekman Tower by Bridgestreet,3 Mitchell Place,New York,40.7533,-73.9661
Hello Apartments NYC,38 West 31st Street,New York,40.7472,-73.9878
DoubleTree by Hilton New York Times Square West,350 W 40th St,New York,40.7568,-73.9930
Hotel 50 Bowery NYC,"50 Bowery, East Village",New York,40.7158,-73.9964
AKA Central Park,42 West 58th Street,New York,40.7645,-73.9756
Hotel Richland New York,5 Allen Street,New York,40.7147,-73.9931
Oakwood at The Nash,222 East 39th Street,New York,40.7484,-73.9747
AKA Wall Street,84 William Street,New York,40.7080,-74.0078
Beautiful Studio near Central Park,943 Columbus Avenue,New York,40.7994,-73.9625
Four Points By Sheraton Manhattan Midtown West,446 10th Ave,New York,40.7551,-73.9987
Gansevoort Meatpacking,18 9th Avenue at 13th street,New York,40.7399,-74.0058
Crowne Plaza Midtown Manhattan,320 W 36th St,New York,40.7537,-73.9937
Carnegie Hotel,160 W 56th St New York,New York,40.7667,-73.9808
Broadway Hotel and Hostel,230 W 101st St,New York,40.7980,-73.9699
The Watson Hotel,440 West 57th Street,New York,40.7682,-73.9875
Astor on the Park,465 Central Park West,New York,40.7997,-73.9589
Hotel Hayden,127 West 28th Street,New York,40.7466,-73.9918
Embassy Suites by Hilton New York Midtown Manhattan,60 West 37th Street,New York,40.7514,-73.9858
Saint Nicholas Inn,154th Street,New York,40.8307,-73.9430
Hilton Garden Inn New York Times Square South,326 W 37th St,New York,40.7545,-73.9936
Newark Garden Hotel,125 North Main Street,Newark,43.0481,-77.0953
Hudson Valley Hotel and Conference Center by Fairbridge,90 Rt. 17K,Newburgh,41.5056,-74.0738
Ramada Newburgh/West Point,1289 Route 300,Newburgh,41.5077,-74.0681
Howard Johnson Inn - Newburgh,95 Route 17K,Newburgh,41.5054,-74.0733
Courtyard by Marriott Newburgh Stewart Airport,4 Governor Dr,Newburgh,41.5185,-74.1077
Four Points by Sheraton Newburgh Stewart Airport,5 Lakeside Rd,Newburgh,41.5220,-74.1113
"Super 8 Newburgh - West Point, Stewart International Airport",1287 Route 300,Newburgh,41.5075,-74.0682
Best Western Summit Inn,9500 Niagara Falls Blvd,Niagara Falls,43.0954,-78.9538
Hampton Inn Niagara Falls/Blvd,6501 Niagara Falls Blvd,Niagara Falls,43.0889,-78.9882
Holiday Inn Express Hotel & Suites Niagara Falls,10111 Niagara Falls Blvd,Niagara Falls,43.0979,-78.9467
Super 8 Niagara Falls/Buffalo Area,7680 Niagara Falls Blvd,Niagara Falls,43.0883,-78.9763
Four Points by Sheraton Niagara Falls,7001 Buffalo Ave,Niagara Falls,43.0743,-78.9837
Econo Lodge At The Falls North,5919 Niagara Falls Blvd,Niagara Falls,43.0903,-78.9963
Moonlite Motel Niagara Falls,7811 Niagara Falls Blvd,Niagara Falls,43.0886,-78.9749
Hampton Inn Niagara Falls,501 Rainbow Blvd,Niagara Falls,43.0835,-79.0559
Howard Johnson Closest to the Falls and Casino,454 Main St,Niagara Falls,43.0897,-79.0624
The Red Coach Inn,2 Buffalo Ave,Niagara Falls,43.0842,-79.0634
"The Giacomo, An Ascend Hotel Collection Member",222 First Street,Niagara Falls,43.0853,-79.0617
Days Inn Niagara Falls Buffalo,2821 Niagara Falls Blvd,Niagara Falls,43.0892,-78.8924
Holiday Inn Niagara Falls Scenic Downtown,114 Buffalo Ave,Niagara Falls,43.0833,-79.0612
"Sheraton at the Falls, Niagara Falls, NY",300 3rd St,Niagara Falls,43.0862,-79.0591
Rodeway Inn & Suites Niagara Falls,9802 Niagara Falls Blvd,Niagara Falls,43.0970,-78.9490
Swiss Cottage Inn,6831 Niagara Falls Blvd,Niagara Falls,43.0885,-78.9846
Quality Inn Niagara Falls,7708 Niagara Falls Blvd,Niagara Falls,43.0884,-78.9760
Comfort Inn The Pointe,1 Prospect Pointe,Niagara Falls,43.0871,-79.0631
Seneca Niagara Resort & Casino,310 4th St,Niagara Falls,43.0858,-79.0578
Motel 6 Niagara Falls NY,9100 Niagara Falls Blvd,Niagara Falls,43.0939,-78.9572
Budget Host Inn Niagara Falls,6621 Niagara Falls Blvd,Niagara Falls,43.0891,-78.9873
Travelodge Niagara Falls,9401 Niagara Falls Blvd,Niagara Falls,43.0939,-78.9569
Quality Hotel & Suites At The Falls,240 1st Street,Niagara Falls,43.0857,-79.0617
Americas Best Value Inn,6505 Niagara Falls Blvd,Niagara Falls,43.0894,-78.9891
Days Inn Niagara At The Falls,443 Main St,Niagara Falls,43.0895,-79.0627
Knights Inn Niagara Falls Near IAG Airport,9001 Niagara Falls Blvd,Niagara Falls,43.0933,-78.9591
Pelican Motel,6817 Niagara Falls Boulevard,Niagara Falls,43.0889,-78.9856
AAshram Hotel by Niagara River,6508 Buffalo Ave,Niagara Falls,43.0754,-78.9888
AArya Hotel By Niagara Fashion Outlets,6734 Niagara Falls Boulevard,Niagara Falls,43.0890,-78.9859
Fairfield Inn & Suites by Marriott Niagara Falls,643 Rainbow Blvd,Niagara Falls,43.0837,-79.0532
Cascade Inn Niagara Falls,7804 Niagara Falls Blvd,Niagara Falls,43.0888,-78.9748
Driftwood Motel,2754 Niagara Falls Blvd,Niagara Falls,43.0907,-78.8974
Sands Motel Niagara Falls,9393 Niagara Falls Blvd,Niagara Falls,43.0945,-78.9555
Red Maple Inn By The Falls,200 Rainbow Blvd,Niagara Falls,43.0840,-79.0599
Rodeway Inn Niagara Falls,492 Main St,Niagara Falls,43.0909,-79.0608
Wingate By Wyndham Niagara Falls,333 Rainbow Blvd,Niagara Falls,43.0835,-79.0578
La Quinta Inn & Suites Niagara Falls,6225 Niagara Falls Blvd,Niagara Falls,43.0898,-78.9929
DoubleTree by Hilton Hotel Niagara Falls New York,401 Buffalo Ave,Niagara Falls,43.0823,-79.0565
Microtel Inn & Suites by Wyndham Niagara Falls,7726 Niagara Falls Blvd,Niagara Falls,43.0891,-78.9752
The Alpine Lodge,264 Main Street,North Creek,43.7000,-73.9866
Holiday Inn Express Syracuse Airport,5418 S Bay Road,North Syracuse,43.1167,-76.1433
Best Western Syracuse Airport Inn,900 Colonel Eileen Collins Boulevard,North Syracuse,43.1137,-76.1177
Comfort Inn & Suites Airport,6701 Buckley Rd,North Syracuse,43.0962,-76.1691
Candlewood Suites - Syracuse Airport,5414 South Bay Road Town of Salina,North Syracuse,43.1167,-76.1433
Econo Lodge & Suites,5396 S Bay Rd,North Syracuse,43.1143,-76.1443
Red Carpet Inn North Syracuse,2914 Brewerton Rd,North Syracuse,43.1083,-76.1456
Super 8 Norwich,6067 State Highway 12,Norwich,42.5470,-75.5252
Howard Johnson Hotel Norwich,75 N Broad St,Norwich,42.5341,-75.5240
Super 8 Nyack NY,47 Route 59,Nyack,41.0944,-73.9358
West Gate Inn Nyack,26 Route 59,Nyack,41.0934,-73.9301
Time Nyack,400 High Avenue,Nyack,41.0946,-73.9300
Quality Inn Gran-View,6765 State Highway 37,Ogdensburg,44.6646,-75.5389
Holiday Inn Express Olean,101 Main St,Olean,42.0870,-78.4299
Microtel Inn & Suites by Wyndham Olean/Allegany,3234 Nys Route 417,Olean,42.0797,-78.4776
Best Western Plus University Inn,3051 W State Street Olean,Olean,42.0768,-78.4666
Fairfield Inn & Suites by Marriott Olean,3270 Route 417,Olean,42.0807,-78.4790
The Alpine Homestead Bed & Breakfast,1314 County Route 29,Olmstedville,43.7717,-73.9233
Super 8 Oneida Verona,215 Genesee Street,Oneida,43.0788,-75.6535
Courtyard Oneonta,116 Courtyard Dr,Oneonta,42.4464,-75.0501
Clarion Hotel Oneonta,55 Market St,Oneonta,42.4527,-75.0612
Hampton Inn Oneonta,225 River St,Oneonta,42.4442,-75.0864
Holiday Inn Oneonta-Cooperstown Area,5206 State Highway 23,Oneonta,42.4477,-75.0271
Super 8 Oneonta/Cooperstown,4973 St Hwy 23,Oneonta,42.4481,-75.0485
Budget Inn Ontario,440 State Route 104,Ontario City,43.2254,-77.3575
Residence Inn Orangeburg,3 Stevens Way,Orangeburg,41.0408,-73.9489
Holiday Inn Orangeburg-Rockland/Bergen Co,329 Route 303,Orangeburg,41.0457,-73.9452
"Motel 6 Oriskany, NY",5920 Airport Rd,Oriskany,43.1486,-75.3786
Best Western Plus Captain's Quarters,26 E 1st Street,Oswego,43.4588,-76.5087
Knights Inn Oswego East,101 State Route 104,Oswego,43.4606,-76.4909
Knights Inn Oswego,309 W Seneca St,Oswego,43.4516,-76.5324
Holiday Inn Express & Suites Oswego,140 E 13th St,Oswego,43.4612,-76.4903
Quality Inn & Suites Riverfront,70 E 1st St,Oswego,43.4598,-76.5089
K and G Lodge,1917 County Route 1,Oswego,43.4864,-76.4479
Holiday Inn Express Owego,20 Hickory Park Rd,Owego,42.0959,-76.2318
Hampton Inn Owego,1030 State Route 17c,Owego,42.0983,-76.2345
Red Roof Inn & Suites Owego,1100 State Route 17C,Owego,42.0959,-76.2325
Comfort Inn & Suites JFK Airport,137-30 Redding Street,Ozone Park,40.6718,-73.8440
Days Inn & Suites Ozone Park/JFK Airport,137-08 Redding Street,Ozone Park,40.6721,-73.8439
Ramada Painted Post Corning,304 S Hamilton St,Painted Post,42.1477,-77.1087
Holiday Inn Express Painted Post-Corning Area,9775 Victory Highway,Painted Post,42.1720,-77.1065
Americas Best Value Inn,196 South Hamilton St.,Painted Post,42.1540,-77.1021
Econo Lodge Painted Post - Corning,200 Robert Dann Blvd,Painted Post,42.1548,-77.1092
Hampton Inn Corning/Painted Post,248 Town Center Rd,Painted Post,42.1487,-77.1074
Corning Inn,255 South Hamilton Street,Painted Post,42.1507,-77.1065
Knights Inn Palatine Bridge,93 East Grand Street,Palatine Bridge,42.9098,-74.5614
HNA Palisades Premiere Conference Center,334 Route 9W,Palisades,41.0190,-73.9207
Hilton Pearl River,500 Veterans Memorial Dr,Pearl River,41.0478,-74.0040
Holiday Inn Express Hotel & Suites Peekskill - Hudson Valley,2 John Walsh Boulevard,Peekskill,41.2778,-73.9391
Inn on the Hudson,634 Main Street,Peekskill,41.2904,-73.9262
Best Western Plus Vineyard Inn & Suites,142 Lake St,Penn Yan,42.6572,-77.0548
Finger Lakes Bed and Breakfast,128 South Avenue,Penn Yan,42.6553,-77.0508
Microtel Inn & Suites Penn Yan Finger Lakes Region,124 Elm St,Penn Yan,42.6607,-77.0550
Hampton Inn by Hilton Penn Yan,110 Mace Street,Penn Yan,42.6517,-77.0623
The Yorkshire Inn,1135 Rte 96,Phelps,42.9509,-77.0320
Summer House Guest House,123 Birch Creek Road,Pine Hill,42.1422,-74.4877
Cider Mill Inn Bed and Breakfast,207 Glenwood Road,Pine Island,41.2709,-74.4766
Hilton Garden Inn Rochester Pittsford,800 Pittsford Victor Rd,Pittsford,43.0582,-77.4735
The Del Monte Lodge Renaissance Rochester Hotel & Spa,41 N Main St,Pittsford,43.0937,-77.5143
Hilton Garden Inn Melville,1575 Round Swamp Rd,Plainview,40.7825,-73.4452
Homewood Suites Melville,1585 Round Swamp Rd,Plainview,40.7826,-73.4452
Holiday Inn Plainview,215 Sunnyside Blvd,Plainview,40.7963,-73.4676
Four Points by Sheraton Plainview Long Island,333 S Service Rd,Plainview,40.7850,-73.4456
Residence Inn Plainview Long Island,9 Gerhard Rd,Plainview,40.7735,-73.4774
Best Western Plus Plattsburgh,446 Route 3,Plattsburgh,44.6975,-73.4933
La Quinta Inn & Suites Plattsburgh,16 Plaza Blvd,Plattsburgh,44.7024,-73.4965
Days Inn & Suites Plattsburgh,8 Everleth Drive,Plattsburgh,44.6959,-73.4993
Comfort Inn And Suites,411 Rt. 3,Plattsburgh,44.6969,-73.4880
Econo Lodge Inn And Suites,528 Route 3,Plattsburgh,44.6962,-73.5002
Holiday Inn Plattsburgh - Adirondack Area,412 State Route 3,Plattsburgh,44.6969,-73.4876
Microtel Inn & Suites by Wyndham Plattsburgh,554 State Route 3,Plattsburgh,44.6960,-73.5022
Hampton Inn & Suites Plattsburgh,586 State Route 3,Plattsburgh,44.7060,-73.5465
Americas Best Value Inn,19 Booth Drive,Plattsburgh,44.6977,-73.4982
Super 8 Plattsburgh,7129 Route 9,Plattsburgh,44.7252,-73.4368
Fairfield Inn & Suites Plattsburgh,579 Route 3,Plattsburgh,44.6959,-73.5044
Danfords Hotel and Marina,25 E Broadway,Port Jefferson,40.9478,-73.0684
Americas Best Value Inn - Port Jefferson Station/Long Island,1371 ROUTE 112,Port Jefferson Station,40.9166,-73.0354
Days Inn Port Jervis,2247 Greenville Tpke,Port Jervis,41.3561,-74.6610
Knickerbocker Yacht Hotel,433 Main St,Port Washington,40.8289,-73.7026
The Clarkson Inn,1 Main St,Potsdam,44.6686,-74.9863
Hampton Inn Potsdam,169 Market Street,Potsdam,44.6827,-74.9870
Days Inn Poughkeepsie,536 Haight Ave,Poughkeepsie,41.6949,-73.8973
Courtyard by Marriott Poughkeepsie,2641 South Rd,Poughkeepsie,41.6699,-73.9294
Holiday Inn Express Poughkeepsie,2750 South Road,Poughkeepsie,41.6766,-73.9283
Poughkeepsie Inn,2625 South Road,Poughkeepsie,41.6673,-73.9298
Best Western Plus The Inn & Suites At The Falls,50 Red Oaks Mill Rd,Poughkeepsie,41.6546,-73.8708
Mercury Grand Hotel,2170 South Road,Poughkeepsie,41.6386,-73.9192
Hampton Inn & Suites Poughkeepsie,2361 South Rd,Poughkeepsie,41.6493,-73.9268
Residence Inn by Marriott Poughkeepsie,2525 South Rd,Poughkeepsie,41.6625,-73.9302
Red Roof Inn PLUS+ Poughkeepsie,"2349 South Rd, Route 9",Poughkeepsie,41.6486,-73.9263
Port Lodge Motel Pulaski,7351 State Route 3,Pulaski,43.5621,-76.1882
Knights Inn Pulaski,3723-3724 State Route 13,Pulaski,43.5541,-76.1113
Super 8 Pulaski,3800 State Route 13,Pulaski,43.5572,-76.1170
Bavarian Manor Country Inn,866 Mountain Avenue,Purling,42.2849,-74.0248
Howard Johnson Inn Queens,220 - 16 Jamaica Avenue,Queens Village,40.7191,-73.7339
Country Inn & Suites By Carlson,1130 Route 9,Queensbury,43.3483,-73.6902
Sleep Inn & Suites,906 State Route 9,Queensbury,43.3361,-73.6790
Six Flags Great Escape Lodge & Indoor Waterpark,89 Six Flags Dr,Queensbury,43.3518,-73.6976
Quality Inn Glens Falls,547 Aviation Rd,Queensbury,43.3299,-73.6797
"Super 8 Queensbury, Glens Falls",191 Corinth Road,Queensbury,43.2974,-73.6807
Econo Lodge,543 Aviation Rd,Queensbury,43.3299,-73.6798
Red Roof Inn Glens Falls Lake George,931 US Route 9,Queensbury,43.3381,-73.6800
Days Inn Queensbury / Lake George,24 Big Boom Rd,Queensbury,43.2967,-73.6779
Ramada Queensbury/Lake George,1 Abbey Ln,Queensbury,43.3266,-73.6834
Duck Lake Campground,RD 3 Duck Lake Road,Red Creek,43.1511,-76.6938
The Red Hook Country Inn,7460 S. Broadway,Red Hook,41.9939,-73.8766
Wyndham Garden LaGuardia South,61-18 93rd St,Rego Park,40.7321,-73.8667
