Name,Location,city,latitude,longitude
Comfort Inn Cortland,2 And One Half Locust Ave,Cortland,42.6105,-76.1658
Econo Lodge Cortland,10 Church St,Cortland,42.6012,-76.1780
Best Western Plus Finger Lakes Inn & Suites,3175 Fingerlake East Drive,Cortland,42.5614,-76.2268
Imperial Motel,28 Port Watson St,Cortland,42.5978,-76.1787
Red Roof Inn Cortland,2B River St,Cortland,42.6070,-76.1656
Best Western New Baltimore Inn,12600 Rt 9W,Coxsackie,42.3884,-73.8319
Holiday Inn Express Hotel & Suites West Coxsackie,12740 State Route 9 W,Coxsackie,42.3948,-73.8272
Econo Lodge Cuba,1 N Branch Road,Cuba,42.2262,-78.2716
Econo Lodge DeWitt,3400 Erie Blvd E,DeWitt,43.0479,-76.0706
Olympian Resort Motel,3716 Lake Shore Dr,Diamond Point,43.4809,-73.6854
Best Western Dunkirk & Fredonia Inn,3912 Vineyard Drive,Dunkirk,42.4599,-79.3155
Clarion Hotel & Conference Center,30 Lake Shore Dr E,Dunkirk,42.4876,-79.3339
Comfort Inn,3925 Vineyard Dr,Dunkirk,42.4588,-79.3158
Adirondack Lodge Old Forge,2752 State Route 28,Eagle Bay,43.7018,-74.9926
Hampton Inn East Aurora,49 Olean St,East Aurora,42.7666,-78.6080
Hampton Inn New York - LaGuardia Airport,102-40 Ditmars Blvd,East Elmhurst,40.7683,-73.8676
LaGuardia Plaza Hotel,104-04 Ditmars Blvd,East Elmhurst,40.7677,-73.8666
New York LaGuardia Airport Marriott,102-05 Ditmars Boulevard,East Elmhurst,40.7684,-73.8676
Airway Inn at LaGuardia,82-20 Astoria Blvd,East Elmhurst,40.7644,-73.8870
Comfort Inn LaGuardia Airport - 83rd St,2345 83rd St,East Elmhurst,40.7659,-73.8863
Courtyard New York LaGuardia Airport,9010 Ditmars Blvd,East Elmhurst,40.7693,-73.8803
The Landing at LaGuardia,9400 Ditmars Blvd,East Elmhurst,40.7691,-73.8763
NYC Summer Dorms Queens,22-40 90th Street,East Elmhurst,40.7674,-73.8823
Residence Inn by Marriott Albany East Greenbush/Tech Valley,3 Tech Valley Dr,East Greenbush,42.6300,-73.6987
Comfort Inn & Suites East Greenbush - Albany,99 Miller Rd,East Greenbush,42.5793,-73.6818
Fairfield Inn by Marriott Albany East Greenbush,124 Troy Rd,East Greenbush,42.6257,-73.7002
Americas Best Value Inn-Albany / East Greenbush,576 Columbia Turnpike,East Greenbush,42.6011,-73.7124
Hampton Inn & Suites Albany-East Greenbush,25 Hampton Inn Drive,East Greenbush,42.6242,-73.7009
"East Norwich Inn-Oyster Bay, Long Island, NY",6321 Northern Blvd.,East Norwich,40.8424,-73.5340
The Shearwater Inn,25 Josiah Foster Path,East Quogue,40.8477,-72.5684
Cresthill Suites Syracuse,6410 New Venture Gear Dr,East Syracuse,43.0898,-76.0766
Holiday Inn Express & Suites Dewitt (Syracuse),5908 Widewaters Pkwy,East Syracuse,43.0532,-76.0653
DoubleTree by Hilton Syracuse,6301 Route 298,East Syracuse,43.0866,-76.0827
Ramada East Syracuse Carrier Circle,6555 Old Collamer Road S,East Syracuse,43.0896,-76.0870
Courtyard Syracuse Carrier Circle,6415 Yorktown Cir,East Syracuse,43.0913,-76.0872
Springhill Suites by Marriott Syracuse Carrier Circle,6580 Weighlock Drive,East Syracuse,43.0894,-76.0802
Americas Best Value Inn East Syracuse,6608 Old Collamer Rd S.,East Syracuse,43.0910,-76.0855
Hilton Garden Inn Syracuse,6004 Fair Lakes Rd,East Syracuse,43.0918,-76.0730
Quality Inn East Syracuse,6611 Old Collamer Rd South,East Syracuse,43.0915,-76.0856
Embassy Suites Syracuse,6646 Old Collamer Road South,East Syracuse,43.0925,-76.0847
East Syracuse Inn,6605 Old Collamer Rd S.,East Syracuse,43.0906,-76.0862
Candlewood Suites East Syracuse - Carrier Circle,6550 Baptist Way,East Syracuse,43.0892,-76.0888
Extended Stay America - Syracuse - Dewitt,6630 Old Collamer Rd S.,East Syracuse,43.0918,-76.0851
Residence Inn Syracuse Carrier Circle,6420 Yorktown Cir,East Syracuse,43.0910,-76.0876
Motel 6 Syracuse,6577 Baptist Way,East Syracuse,43.0893,-76.0883
Hampton Inn & Suites Syracuse/Carrier Circle,6377 Court Street Rd,East Syracuse,43.0905,-76.0792
Homewood Suites by Hilton Syracuse - Carrier Circle,6006 Fair Lakes Rd,East Syracuse,43.0923,-76.0711
Sleep Inn & Suites Airport,6344 East Molloy Road,East Syracuse,43.1000,-76.0821
Super 8 Syracuse East,6620 Old Collamer Road,East Syracuse,43.0914,-76.0852
Fairfield Inn and Suites by Marriott Syracuse Carrier Circle,6593 Weighlock Drive,East Syracuse,43.0895,-76.0802
Wingate by Wyndham Ellicottville,11 Mill St,Ellicottville,42.2762,-78.6690
The Tamarack,6447 Holiday Valley Rd,Ellicottville,42.2629,-78.6666
Hotel Q New York,76-01 Queens Blvd,Elmhurst,40.7393,-73.8895
Fairfield Inn & Suites Elmira Corning,1600 County Route 64,Elmira,42.1593,-76.8612
Econo Lodge Elmira,871 County Road 64,Elmira,42.1545,-76.8794
Holiday Inn Elmira - Riverview,760 E Water St,Elmira,42.0893,-76.7933
Enchanted Cottage on Glen,323 Glen Avenue,Elmira,42.0826,-76.8508
Castle on Glen,320 Glen Avenue,Elmira,42.0823,-76.8509
Days Inn Elmsford,25 Valley Ave,Elmsford,41.0549,-73.8219
Extended Stay America - White Plains - Elmsford,118 West Main Street,Elmsford,41.0522,-73.8139
Hampton Inn White Plains,200 West Main Street,Elmsford,41.0583,-73.8268
La Quinta Inn & Suites White Plains - Elmsford,540 Saw Mill River Rd,Elmsford,41.0707,-73.8163
Red Carpet Inn Endicott Binghamton,749 West Main Street,Endicott,42.0922,-76.0831
Knights Inn Endwell Binghamton,2603 E Main St,Endwell,42.1047,-76.0328
Days Inn Evans Mills/Fort Drum,25940 US Route 11,Evans Mills,44.0429,-75.8385
Candlewood Suites Watertown Fort Drum,26513 Herrick Drive,Evans Mills,44.0423,-75.8440
Woodcliff Hotel and Spa,199 Woodcliff Dr,Fairport,43.0452,-77.4558
Red Roof Inn Jamestown - Falconer,1980 E Main Street,Falconer,42.1260,-79.1904
AnYi Guesthouse JFK,169 Beach 62nd Street,Far Rockaway,40.5908,-73.7913
La Quinta Inn & Suites Far Rockaway - JFK Airport,4317 Rockaway Beach Blvd.,Far Rockaway,40.5937,-73.7752
Courtyard by Marriott Republic Aprt Long Island/Farmingdale,2 Marriott Plaza,Farmingdale,40.7283,-73.4224
Americana Inn Farmingdale,727 Broadhollow Rd,Farmingdale,40.7253,-73.4239
TownePlace Suites by Marriott Republic Airport Long Island,1 Marriott Plaza,Farmingdale,40.7283,-73.4220
Comfort Inn & Suites Farmington - Victor,6026 Route 96,Farmington,42.9750,-77.3558
Finger Lakes Hotel,6108 Loomis Rd,Farmington,42.9923,-77.3554
Americas Best Value Inn,6037 Route 96,Farmington,42.9744,-77.3539
Hampton Inn Long Island-Brookhaven,2000 North Ocean Ave.,Farmingville,40.8258,-73.0206
Craftsman Inn and Conference Center,7300 E Genesee Street,Fayetteville,43.0292,-76.0180
Holiday Inn Express Hotel & Suites Findley Lake -I-86 Exit 4,3025 Route 426,Findley Lake,42.1328,-79.7420
Extended Stay America - Fishkill - Route 9,25 Merritt Blvd,Fishkill,41.5304,-73.8920
Quality Inn & Suites,849 Route 52,Fishkill,41.5266,-73.9186
Ramada Fishkill,542 Route 9,Fishkill,41.5256,-73.8910
Hampton Inn Fishkill,544 Route 9,Fishkill,41.5261,-73.8911
Hawthorn Suites by Wyndham Fishkill/Poughkeepsie Area,14 Schuyler Blvd,Fishkill,41.5275,-73.8917
Extended Stay America Fishkill - Westage Center,55 W Merritt Blvd,Fishkill,41.5291,-73.8967
Courtyard Fishkill by Marriott,17 Westage Drive,Fishkill,41.5272,-73.8928
Hilton Garden Inn Fishkill,25 Westage Road,Fishkill,41.5272,-73.8928
HYATT house Fishkill/Poughkeepsie,100 Westage Business Center Dr.,Fishkill,41.5283,-73.8955
Magnuson Hotel Fishkill,20 Schuyler Blvd,Fishkill,41.5276,-73.8916
Holiday Inn Express Fishkill-Mid Hudson Valley,21 Schuyler Blvd,Fishkill,41.5276,-73.8915
Residence Inn by Marriott Fishkill,500 Westage Business Center Drive,Fishkill,41.5249,-73.8952
SpringHill Suites by Marriott Fishkill,500 Westage Business Center Drive,Fishkill,41.5249,-73.8952
Quality Inn Floral Park,256-15 Jericho Turnpike,Floral Park,40.7278,-73.7083
The Floral Park Motor Lodge,30 Jericho Turnpike,Floral Park,40.7270,-73.7118
Red Roof Inn Flushing New York - LaGuardia Airport,36-31 Prince St,Flushing,40.7614,-73.8329
Flushing Central Hotel,135-33 38th Avenue,Flushing,40.7606,-73.8312
Best Western Queens Court Hotel,133-51 39th Avenue,Flushing,40.7609,-73.8281
Asiatic Hotel by LaGuardia Airport,135-21 37th Avenue,Flushing,40.7611,-73.8323
Holiday Inn Express Laguardia Airport,113-10 Horace Harding Expressway,Flushing,40.7389,-73.8486
Prince Flushing Hotel,133-43 37th Avenue,Flushing,40.7607,-73.8336
Sheraton LaGuardia East Hotel,135-20 39th Ave,Flushing,40.7598,-73.8318
Fairfield Inn by Marriott LaGuardia Airport/Flushing,2866 College Point Blvd,Flushing,40.7715,-73.8441
Flushing Ymca,138-46 Northern Blvd. ,Flushing,40.7642,-73.8265
The Parc Hotel,3916 College Point Blvd,Flushing,40.7584,-73.8344
Hyatt Place Flushing/LaGuardia Airport,133-42 39th Avenue,Flushing,40.7595,-73.8330
Ramada Flushing Queens,3627 Prince St,Flushing,40.7615,-73.8329
AnYi Guesthouse Flushing,38 Avenue and Prince Street,Flushing,40.7603,-73.8327
AnYi Guesthouse LaGuardia,62nd Road 136th Street,Flushing,40.7406,-73.8281
Marco LaGuardia Hotel by Lexington,137-07 Northern Boulevard,Flushing,40.7634,-73.8309
White Inn,52 East Main Street,Fredonia,42.4411,-79.3295
Days Inn Fredonia,10455 Bennett Road - Route 60,Fredonia,42.4563,-79.3109
The Freeport Inn and Marina,445 S Main St,Freeport,40.6445,-73.5751
Wyndham Garden Fresh Meadows Flushing,6127 186th St,Fresh Meadows,40.7392,-73.7876
Courtyard New York Queens/fresh Meadows,18315 Horace Harding Expy,Fresh Meadows,40.7402,-73.7904
Fairfield Inn & Suites New York Queens/Fresh Meadows,183-31 Horace Harding Expy,Fresh Meadows,40.7399,-73.7912
Red Roof Inn Fulton,930 S 1st St,Fulton,43.3081,-76.3982
The Garden City Hotel,45 7th St,Garden City,40.7241,-73.6395
Hyatt Place Garden City,5 North Ave,Garden City,40.7420,-73.6081
Hampton Inn Garden City,1 North Ave,Garden City,40.7416,-73.6097
La Quinta Inn & Suites Garden City,821 Stewart Ave,Garden City,40.7334,-73.6042
Hampton Inn Geneseo,4250 Lakeville Rd,Geneseo,42.7975,-77.7878
Quality Inn Geneseo,4242 Lakeville Rd,Geneseo,42.7972,-77.7887
Temple Hill Bed & Breakfast,114 Temple Hill Street,Geneseo,42.7939,-77.8084
Ramada Geneva Lakefront,41 Lake Front Blvd,Geneva,42.8637,-76.9819
Microtel Inn & Suites by Wyndham Geneva,550 Hamilton St,Geneva,42.8565,-77.0078
Days Inn Geneva,485 Hamilton St,Geneva,42.8569,-77.0041
Hampton Inn Geneva,43 Lake St,Geneva,42.8700,-76.9795
Americas Best Value Inn,473 Hamilton St,Geneva,42.8571,-77.0034
Holiday Inn Express & Suites Geneva Finger Lakes,530 Hamilton St,Geneva,42.8566,-77.0067
Fairfield Inn & Suites by Marriott Geneva Finger Lakes,383 Hamilton St,Geneva,42.8581,-76.9984
Glen Cove Mansion Hotel,200 Dosoris Ln,Glen Cove,40.8838,-73.6307
Comfort Inn Glenmont,37 Route 9W,Glenmont,42.6230,-73.7773
Days Inn and Suites Glenmont/Albany,15 Frontage Rd,Glenmont,42.6200,-73.7825
The Queensbury Hotel,88 Ridge St,Glens Falls,43.3117,-73.6438
The Glens Falls Inn,25 Sherman Avenue,Glens Falls,43.3109,-73.6524
Comfort Inn & Suites Goshen - Middletown,20 Hatfield Ln,Goshen,41.3942,-74.3391
Radisson Hotel Niagara Falls-Grand Island,100 Whitehaven Rd,Grand Island,43.0222,-78.8993
Budget Motel,3080 Grand Island Blvd,Grand Island,43.0465,-78.9864
Jade Inn Motel,2529 Grand Island Blvd.,Grand Island,43.0307,-78.9713
The Andrew Hotel,75 N Station Plaza,Great Neck,40.7880,-73.7253
"Inn at Great Neck, BW Premier Collection",30 Cutter Mill Road,Great Neck,40.7866,-73.7293
Harbor Knoll Bed and Breakfast,424 Fourth Street,Greenport,41.0989,-72.3638
Antons on the Lake Country Inn and Marina,7 Waterstone Road,Greenwood Lake,41.2197,-74.2902
Ruah Bed & Breakfast,9221 Lake Shore Drive,Hague,43.7510,-73.4869
The Twilight Lodge,5085 Main Street 23A,Haines Falls,42.1952,-74.0953
Holiday Inn Express Hotel & Suites Hamburg,3565 Commerce Place,Hamburg,42.7407,-78.8513
Comfort Inn And Suites Hamburg,3615 Commerce Pl,Hamburg,42.7407,-78.8512
Red Roof Inn Buffalo - Hamburg,5370 Camp Road,Hamburg,42.7410,-78.8489
Super 8 Hamburg,5442 Camp Rd,Hamburg,42.7395,-78.8455
"Motel 6 Hamburg, NY",5245 Camp Rd,Hamburg,42.7446,-78.8492
Quality Inn Hamburg,5440 Camp Road,Hamburg,42.7390,-78.8451
18 Vine Inn & Carriage House,18 Vine Street,Hammondsport,42.4069,-77.2252
Best Western Plus The Hammondsport Hotel,8440 State Route 54,Hammondsport,42.3991,-77.2275
Holiday Inn Express Hauppauge,2050 Express Dr S,Hauppauge,40.8081,-73.2207
Radisson Hotel Hauppauge-Long Island,110 Vanderbilt Motor Pkwy,Hauppauge,40.8060,-73.2654
Hyatt Regency Long Island at Wind Watch Golf Club,1717 Motor Parkway,Hauppauge,40.8132,-73.1726
Residence Inn By Marriott Long Island Hauppauge,850 Veterans Memorial Hwy,Hauppauge,40.8206,-73.2038
Bricktown Inn,112 Hudson Ave,Haverstraw,41.1948,-73.9675
Single Island Shores,5761 Rabbit Run Rd,Hector,42.5122,-76.8828
RIT Inn & Conference Center,5257 W Henrietta Rd,Henrietta,43.0493,-77.6582
Red Roof Inn Rochester - Henrietta,4820 W Henrietta Road,Henrietta,43.0578,-77.6525
Days Inn Henrietta/Rochester Area,4853 W Henrietta Rd,Henrietta,43.0575,-77.6527
Microtel Inn by Wyndham Henrietta/Rochester,905 Lehigh Station Road,Henrietta,43.0587,-77.6517
"Country Inn & Suites by Carlson Rochester - Henrietta, NY",4635 W Henrietta Road,Henrietta,43.0607,-77.6509
Super 8 Henrietta/Rochester Area,1000 Lehigh Station Rd,Henrietta,43.0588,-77.6446
Fairfield Inn Rochester South,4695 W Henrietta Rd,Henrietta,43.0595,-77.6516
Bellinger Rose Bed & Breakfast,611 W German St,Herkimer,43.0276,-74.9969
Red Roof Inn & Suites Herkimer,&nbsp;100 Marginal Rd.,Herkimer,43.0190,-74.9916
Econo Lodge Hicksville,429 Duffy Ave,Hicksville,40.7574,-73.5496
Long Island - Days Inn Hicksville,828 S Oyster Bay Rd/I-495,Hicksville,40.7618,-73.5002
Americas Best Value Inn,3497 Us Highway 9w,Highland,41.7292,-73.9619
Atlas Motor Lodge,125 Tillson Avenue EXT,Highland,41.7107,-73.9652
Super 8 Highland NY,3423 US Highway 9W,Highland,41.7397,-73.9631
Stonegate Bed and Breakfast,34 North Road,Highland,41.7266,-73.9651
FairBridge Inn & Suites at West Point,17 Main St,Highland Falls,41.3557,-73.9724
Holiday Inn Express West Point,1106 Route 9 W,Highland Falls,41.3394,-73.9776
Overlook Lodge at Bear Mountain,55 Hessian Drive,Highland Falls,41.3195,-73.9917
Akwesasne Mohawk Casino Resort,873 State Route 37,Hogansburg,44.9679,-74.6466
Ramada Plaza Holtsville Long Island,1730 N Ocean Ave,Holtsville,40.8210,-73.0201
Residence Inn by Marriott Long Island Holtsville,25 Middle Ave,Holtsville,40.8164,-73.0561
Greenwoods Bed & Breakfast Inn,8136 Quayle Rd,Honeoye,42.8036,-77.4840
The Bykenhulle House,21 Bykenhulle Rd,Hopewell Junction,41.5826,-73.7704
Days Inn,Route 36 and Webb Crossing,Hornell,42.3659,-77.6734
Econo Lodge Hornell,7462 Seneca Rd N,Hornell,42.3618,-77.6653
Best Western Maple City Inn,1 Canisteo Sq,Hornell,42.3231,-77.6619
Country Inn & Suites By Carlson Big Flats (Elmira),105 E Mall Rd,Horseheads,42.1612,-76.8656
Holiday Inn Express Elmira - Horseheads,2666 Corning Rd,Horseheads,42.1616,-76.8388
Hilton Garden Inn Elmira/Corning,35 Arnot Rd,Horseheads,42.1619,-76.8750
Rodeway Inn Marshall Manor,3527 Watkins Rd,Horseheads,42.2171,-76.8488
Hampton Inn Elmira-Horseheads,51 Arnot Road,Horseheads,42.1973,-76.8104
Candlewood Suites Elmira Horseheads,198 Colonial Drive,Horseheads,42.1612,-76.8655
Horseheads Knights Inn,2707 Westinghouse Rd,Horseheads,42.1653,-76.8401
Budget Inn Horseheads,4133 Route 17,Horseheads,42.1557,-76.8164
Courtyard by Marriott Elmira Horseheads,202 Colonial Drive,Horseheads,42.1614,-76.8664
Surfside Motel,164-33 CROSSBAY BLVD,Howard Beach,40.6499,-73.8375
The Sedgwick House,7760 Main Street,Hunter,42.2089,-74.2104
The Fairlawn Inn,7872 Main St,Hunter,42.2110,-74.2155
Oheka Castle Hotel & Estate,135 W Gate Dr,Huntington,40.8265,-73.4493
Whitman Motor Lodge,295 E Jericho Turnpike,Huntington Station,40.8295,-73.3991
Rodeway Inn,270 W Jericho Turnpike,Huntington Station,40.8286,-73.4194
Quality Inn,4142 Albany Post Rd,Hyde Park,41.7742,-73.9307
Journey Inn Bed & Breakfast,1 Sherwood Place,Hyde Park,41.7950,-73.9377
Hampton Inn Long Island/Islandia,1600 Veterans Memorial Hwy,Islandia,40.8077,-73.1838
The Statler Hotel at Cornell University,130 Statler Dr,Ithaca,42.4466,-76.4819
Ramada Ithaca Hotel and Conference Center,2310 N Triphammer Rd,Ithaca,42.4833,-76.4854
Fairfield Inn & Suites Ithaca,359 Elmira Rd,Ithaca,42.4227,-76.5163
Quality Inn,356 Elmira Rd,Ithaca,42.4231,-76.5159
La Tourelle,1150 Danby Rd 96B,Ithaca,42.4017,-76.5010
Best Western University Inn,1020 Ellis Hollow Rd,Ithaca,42.4357,-76.4618
Homewood Suites by Hilton Ithaca,36 Cinema Dr,Ithaca,42.4794,-76.4783
Meadow Court Inn,529 S Meadow St,Ithaca,42.4347,-76.5081
Hampton Inn Ithaca,337 Elmira Rd,Ithaca,42.4248,-76.5138
Super 8 Ithaca,400 S Meadow St,Ithaca,42.4364,-76.5081
Courtyard by Marriott Ithaca Airport/University,29 Thornwood Dr,Ithaca,42.4848,-76.4650
Econo Lodge,2303 N Triphammer Rd,Ithaca,42.4831,-76.4852
Rodeway Inn And Suites,654 Elmira Rd,Ithaca,42.4107,-76.5384
Country Inn & Suites By Carlson of Ithaca,1100 Danby Rd,Ithaca,42.4080,-76.5030
Trip Hotel Ithaca,1 Sheraton Dr,Ithaca,42.4783,-76.4805
Hilton Garden Inn Ithaca,130 E. Seneca Street,Ithaca,42.4404,-76.4975
Firelight Camps,1150 Danby Road,Ithaca,42.4019,-76.5029
Bunny Trail Guest House,853 Coddington Road,Ithaca,42.4018,-76.4602
Ithaca Marriott Downtown on the Commons,120 S Aurora St,Ithaca,42.4391,-76.4954
Holiday Inn Express & Suites Ithaca,371 Elmira Road,Ithaca,42.4212,-76.5181
Hilton Garden Inn Queens/JFK Airport,14818 134th St,Jamaica,40.6658,-73.8059
Best Western JFK Airport Hotel,14425 153rd Ln,Jamaica,40.6656,-73.7849
Hampton Inn JFK Airport,144-10 135th Avenue,Jamaica,40.6679,-73.7947
Lexington Inn JFK Airport,138 05 Jamaica Ave,Jamaica,40.7025,-73.8151
Ramada Jamaica/Queens,164-40 Hillside Ave,Jamaica,40.7092,-73.7976
Howard Johnson Jamaica NY Near AirTrain JFK,139-09 Archer Ave.,Jamaica,40.6995,-73.8110
Holiday Inn Express Kennedy Airport,153-70 S Conduit Ave,Jamaica,40.6664,-73.7848
Sleep Inn JFK Airport Rockaway Blvd,153-75 Rockaway Blvd,Jamaica,40.6685,-73.7815
Sheraton JFK Airport Hotel,132-26 S Conduit Ave,Jamaica,40.6662,-73.8068
Radisson Hotel JFK Airport,135-30 140th Street,Jamaica,40.6679,-73.7985
Courtyard by Marriott New York JFK Airport,145-11 N Conduit Ave,Jamaica,40.6674,-73.7939
Fairfield Inn by Marriott JFK Airport,156 08 Rockaway Blvd,Jamaica,40.6667,-73.7799
Hilton New York JFK Airport,144-02 135th Avenue,Jamaica,40.6683,-73.7963
Best Western Jamaica Inn,8707 Van Wyck Expy,Jamaica,40.7057,-73.8175
Holiday Inn New York JFK Airport Area,154-71 Brookville Boulevard Rosedal,Jamaica,40.6400,-73.7437
Sleep Inn JFK Airport,177-08 Liberty Ave,Jamaica,40.7055,-73.7826
Days Inn JFK Airport,144-26 153rd Court,Jamaica,40.6656,-73.7840
Knights Inn JFK,139-01 Jamaica Ave,Jamaica,40.7025,-73.8125
Crowne Plaza JFK Airport New York City,138-10 135th Ave,Jamaica,40.6678,-73.7994
Howard Johnson Inn Jamaica JFK Airport NYC,153-95 Rockaway Blvd,Jamaica,40.6684,-73.7814
Garden Inn & Suites,151-20 Baisley Blvd,Jamaica,40.6677,-73.7868
JFK Inn,154-10 S Conduit Ave,Jamaica,40.6666,-73.7822
Comfort Inn,89-34 162nd Street,Jamaica,40.7057,-73.7986
Super 8 Jamaica North Conduit,15167 N Conduit Ave,Jamaica,40.6674,-73.7834
Jets Motor Inn,13906 Queens Blvd,Jamaica,40.7063,-73.8169
Rodeway Inn Near JFK Airport,136-05 Cranston Street,Jamaica,40.6681,-73.7834
Par Central Motor Inn,8285 Parsons Boulevard,Jamaica,40.7161,-73.8079
Days Inn & Suites Jamaica JFK Airport,9565 Tuckerton St,Jamaica,40.6987,-73.8011
JFK Bed & Breakfast Guesthouse,12804 143rd Street,Jamaica,40.6722,-73.7958
Sleep Inn near JFK AirTrain,140-17 Queens Blvd,Jamaica,40.7037,-73.8150
Clarion Inn JFK Airport,147-05 Guy R Brewer Boulevard,Jamaica,40.6600,-73.7679
Comfort Inn Jamestown - Falconer,2800 North Main Street EXT,Jamestown,42.1196,-79.2409
Hampton Inn and Suites Jamestown,4 W Oak Hill Rd,Jamestown,42.1168,-79.2409
Best Western Plus Downtown Jamestown,200 W 3rd St,Jamestown,42.0958,-79.2443
Americas Best Value Inn- Jamestown/ West Ellicot,620 Fairmount Avenue,Jamestown,42.0972,-79.2748
Holiday Inn Express & Suites Jamestown,2811 North Main Street,Jamestown,42.1195,-79.2409
The Biggest Loser Resort Niagara,1083 Pit Road,Java Center,42.6585,-78.4007
Hampton Inn Jericho - Westbury,120 Jericho Turnpike,Jericho,40.7815,-73.5576
Meadowbrook Motor Lodge,440 Jericho Turnpike,Jericho,40.7954,-73.5349
Inn at Jericho,101 Jericho Turnpike,Jericho,40.7797,-73.5605
Red Roof Inn Binghamton - Johnson City,590 Fairview Street,Johnson City,42.1280,-75.9705
Traditions at the Glen Resort and Hotel - Binghamton,4101 Watson Blvd,Johnson City,42.1238,-75.9963
Hampton Inn Johnson City,630 Field St,Johnson City,42.1210,-75.9754
Best Western Plus Of Johnson City,569 Harry L Dr,Johnson City,42.1254,-75.9718
La Quinta Inn Binghamton - Johnson City,581 Harry L Dr,Johnson City,42.1245,-75.9703
Microtel Inn & Suites by Wyndham Johnstown,136 N Comrie Ave,Johnstown,43.0104,-74.3602
Super 8 Johnstown Gloversville Area,301 N Comrie Ave,Johnstown,43.0217,-74.3617
Holiday Inn Johnstown-Gloversville,308 N Comrie Ave,Johnstown,43.0233,-74.3609
Super 8 Kenmore/Buffalo/Niagara Falls,1288 Sheridan Dr,Kenmore,42.9809,-78.8868
Pinegrove Family Dude Ranch,30 Cherrytown Road,Kerhonkson,41.7934,-74.3102
Hudson Valley Resort And Spa,400 Granite Rd,Kerhonkson,41.7666,-74.2611
Courtyard by Marriott Kingston,500 Frank Sottile Blvd,Kingston,41.9600,-73.9831
Best Western Plus Kingston Hotel And Conference Center,503 Washington Ave,Kingston,41.9382,-74.0266
Rodeway Inn Skytop,239 Forest Hill Dr,Kingston,41.9520,-74.0419
Hampton Inn Kingston,1307 Ulster Ave,Kingston,41.9668,-73.9892
Super 8 Kingston,487 Washington Ave,Kingston,41.9380,-74.0267
Quality Inn & Suites,114 State Route 28,Kingston,41.9469,-74.0316
Residence Inn by Marriott Kingston,800 Frank Sottile Boulevard,Kingston,41.9699,-73.9834
Best Western Plus the Inn of Lackawanna,2500 Hamburg Turnpike,Lackawanna,42.8177,-78.8469
Holiday Inn Lake George Turf,2223 Canada St,Lake George,43.4150,-73.7125
The Georgian Lakeside Resort,384 Canada Street,Lake George,43.4293,-73.7118
Wingate by Wyndham Lake George,4054 State Route 9L,Lake George,43.4105,-73.7087
Villager Motor Inn,99 Canada St,Lake George,43.4218,-73.7142
Comfort Suites Lake George,1533 State Route 9,Lake George,43.3715,-73.6980
Super 8 Lake George/Downtown,2159 Canada St,Lake George,43.4110,-73.7112
Clarion Inn & Suites at the Outlets of Lake George,1454 State Route 9,Lake George,43.3663,-73.6995
Hampton Inn & Suites Lake George,2133 Route 9,Lake George,43.4088,-73.7108
Econo Lodge,1449 State Route 9,Lake George,43.3660,-73.6997
Best Western of Lake George,2452 State Route 9N,Lake George,43.4043,-73.7105
Fort William Henry Hotel and Conference Center,48 Canada Street,Lake George,43.4200,-73.7140
Travelodge Lake George,2011 State Route 9,Lake George,43.4043,-73.7083
Tahoe Resort on Lake George,2998 Lake Shore Dr,Lake George,43.4371,-73.7062
Roaring Brook Ranch Resort & Conference Center,Route 9N South,Lake George,43.3947,-73.7276
Rodeway Inn Springhills Lake George,2447 State Route 9 N,Lake George,43.4044,-73.7106
Lake View Inn,5 Canada St,Lake George,43.4171,-73.7131
The Motel Montreal,3 Lake Avenue,Lake George,43.4310,-73.7117
Lake George Diamond Cove,3648 Lake Shore Dr,Lake George,43.4774,-73.6877
Tiki Resort,2 Canada Street,Lake George,43.4153,-73.7125
Econo Lodge Downtown Lake George,439 Canada St,Lake George,43.4315,-73.7126
Quality Inn Lake George,57 Canada St,Lake George,43.4201,-73.7141
Super 8 Lake George/Warrensburg Area,"Prosser Rd, 3619 State Route 9",Lake George,43.4872,-73.7589
Americas Best Value Inn & Suites,435 Canada Street,Lake George,43.4310,-73.7125
Golden Sands Resort On Lake George,3654 Lake Shore Drive,Lake George,43.4773,-73.6877
Courtyard by Marriott Lake George,365 Canada Street,Lake George,43.4274,-73.7128
Sundowner on Lake George,420 Canada Street,Lake George,43.4304,-73.7108
High Peaks Resort,2384 Saranac Ave,Lake Placid,44.2917,-73.9860
Hampton Inn & Suites Lake Placid,801 Mirror Lake Dr,Lake Placid,44.2834,-73.9813
Spruce Lodge Bed & Breakfast & Guest Cottage,6034 Sentinel Road,Lake Placid,44.2747,-73.9808
Econo Lodge Lake Placid,5828 Cascade Rd,Lake Placid,44.2694,-73.9756
Lake House,1 Mirror Lake Dr.,Lake Placid,44.2917,-73.9855
Crowne Plaza Lake Placid,101 Olympic Dr,Lake Placid,44.2861,-73.9870
Quality Inn on Lake Placid,2125 Saranac Ave,Lake Placid,44.2950,-73.9970
Courtyard by Marriott Lake Placid,5920 Cascade Rd,Lake Placid,44.2710,-73.9786
Lake Placid Summit Hotel / Resort and Suites,2375 Saranac Avenue,Lake Placid,44.2918,-73.9861
"Hotel North Woods, an Ascend Hotel Collection Member",2520 Main Street,Lake Placid,44.2874,-73.9853
